taxon_id,scientific_name,common_name,rank,wikipedia_summary,wikipedia_url,kingdom,phylum,class,order,family,genus,conservation_status,conservation_status_source,threatened,endemic,native,introduced,observations_count,default_photo_url,photo_urls,iconic_taxon_name
78137,Muhlenbergia mexicana,Mexican Muhly,species,"<i><b>Muhlenbergia mexicana</b></i>, known by the common names <b>Mexican muhly</b> and <b>Wirestem muhly</b>, is a species of grass. It is native to North America, including most of the United States and southern Canada. It actually does not occur in Mexico.",https://en.wikipedia.org/wiki/Muhlenbergia mexicana,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Muhlenbergia,,,False,False,False,False,883,https://inaturalist-open-data.s3.amazonaws.com/photos/228892881/medium.jpeg,"[None, None, None, None]",Plantae
143674,Penstemon serrulatus,Cascade Beardtongue,species,"<i><b>Penstemon serrulatus</b></i> is a species of penstemon known by the common names <b>Cascade penstemon</b>, <b>coast penstemon</b>, or <b>serrulate penstemon</b>. It is native to the Pacific Northwest of North America, from Oregon to Alaska.",https://en.wikipedia.org/wiki/Penstemon serrulatus,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Penstemon,,,False,False,False,False,3559,https://inaturalist-open-data.s3.amazonaws.com/photos/136082749/medium.jpg,"[None, None, None, None, None]",Plantae
78138,Muhlenbergia microsperma,littleseed muhly,species,<i><b>Muhlenbergia microsperma</b></i> is a species of grass known by the common name <b>littleseed muhly</b>. It is native to the Americas from the Southwestern United States and California through Central America into Peru and Venezuela.,https://en.wikipedia.org/wiki/Muhlenbergia microsperma,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Muhlenbergia,,,False,False,False,False,665,https://static.inaturalist.org/photos/14757246/medium.jpg,"[None, None, None, None]",Plantae
78140,Muhlenbergia montana,mountain muhly,species,"<i><b>Muhlenbergia montana</b></i>, with the common name <b>mountain muhly</b>, is a species of grass. It is native to North and Central America, where it is found throughout the Western United States, the Sierra Nevada, Mexico, and Guatemala.",https://en.wikipedia.org/wiki/Muhlenbergia montana,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Muhlenbergia,,,False,False,False,False,442,https://inaturalist-open-data.s3.amazonaws.com/photos/30172781/medium.jpeg,"[None, None, None, None, None]",Plantae
78142,Muhlenbergia porteri,Bush Muhly,species,<i><b>Muhlenbergia porteri</b></i> is a species of grass known by the common names <b>bush muhly</b> and <b>Porter's muhly</b>.,https://en.wikipedia.org/wiki/Muhlenbergia porteri,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Muhlenbergia,,,False,False,False,False,771,https://inaturalist-open-data.s3.amazonaws.com/photos/2648841/medium.jpg,"[None, None, None]",Plantae
78143,Muhlenbergia richardsonis,mat muhly,species,"<i><b>Muhlenbergia richardsonis</b></i>, known by the common name <b>mat muhly</b>, is a species of grass. It is native to North America, where it can be found throughout much of Canada, Alaska, the western half of the contiguous United States through California, and in Baja California, Mexico.",https://en.wikipedia.org/wiki/Muhlenbergia richardsonis,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Muhlenbergia,,,False,False,False,False,470,https://inaturalist-open-data.s3.amazonaws.com/photos/38656635/medium.jpg,"[None, None, None, None]",Plantae
78144,Muhlenbergia schreberi,nimblewill,species,<i><b>Muhlenbergia schreberi</b></i> (<b>nimblewill</b>) is a grass species native to North America.,https://en.wikipedia.org/wiki/Muhlenbergia schreberi,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Muhlenbergia,,,False,False,False,False,3280,https://inaturalist-open-data.s3.amazonaws.com/photos/229975771/medium.jpg,"[None, None, None, None, None]",Plantae
78145,Muhlenbergia utilis,aparejo grass,species,"<i><b>Muhlenbergia utilis</b></i> is a species of grass known by the common name <b>Aparejograss</b>. It is native to North and Central America, where it can be found throughout the Southwestern United States and California, through Mexico, as far south as Costa Rica.",https://en.wikipedia.org/wiki/Muhlenbergia utilis,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Muhlenbergia,,,False,False,False,False,124,https://inaturalist-open-data.s3.amazonaws.com/photos/17247594/medium.jpeg,"[None, None, None, None, None]",Plantae
143688,Lupinus arcticus,Arctic Lupine,species,"<i><b>Lupinus arcticus</b></i> is a species of flowering plant in the legume family known by the common names <b>Arctic lupine</b> or <b>subalpine lupine</b>. It is native to northwestern North America, where it occurs from Oregon north to Alaska and east to Nunavut. It is a common wildflower in British Columbia.",https://en.wikipedia.org/wiki/Lupinus arcticus,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,,,False,False,False,False,5121,https://inaturalist-open-data.s3.amazonaws.com/photos/52228583/medium.jpeg,"[None, None, None, None, None]",Plantae
809289,Opuntia anahuacensis,beach prickly pear,species,"<i><b>Opuntia anahuacensis</b></i> is a cactus species in the <i>Opuntia</i> genus and a member of the Opuntioideae. It grows along the Gulf Coast of Texas, and perhaps northern Mexico. The plants are short, perhaps 1- or 2-ft tall, but they are wide. Some thickets may be 20- to 40-ft across and composed of multiple plants. The fruit is purplish. The cladodes are uniquely shaped, obovate with a neck. The original description claimed the plants were yellowish green,...",http://en.wikipedia.org/wiki/Opuntia_anahuacensis,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,,,False,False,False,False,1831,https://inaturalist-open-data.s3.amazonaws.com/photos/37833817/medium.jpg,"[None, None, None, None, None]",Plantae
119121,Penstemon confertus,Yellow Beardtongue,species,"<i><b>Penstemon confertus</b></i> is a species of flowering plant in the plantain family; its common name is the <b>Yellow beardtoungue</b>. It is native to the US states of Washington, Idaho, and Montana, and the Canadian provinces British Columbia and Alberta.",https://en.wikipedia.org/wiki/Penstemon confertus,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Penstemon,,,False,False,False,False,2338,https://static.inaturalist.org/photos/213780182/medium.jpeg,"[None, None, None, None, None]",Plantae
207186,Echinocactus platyacanthus,Candy Barrel Cactus,species,"<i><b>Echinocactus platyacanthus</b></i>, also known as the <b>giant barrel cactus</b>, <b>giant viznaga</b>, or <b>biznaga de dulce</b>, is a species of cactus (family Cactaceae). It is native to central Mexico in the Chihuahuan Desert. This species is the largest of the barrel cacti. Their hairs are often used for weaving in Mexico and used to produce a traditional candy by boiling the pith.",https://en.wikipedia.org/wiki/Echinocactus platyacanthus,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Echinocactus,NT,IUCN Red List,False,False,False,False,4821,https://inaturalist-open-data.s3.amazonaws.com/photos/341770/medium.jpg,"[None, None, None, None, None]",Plantae
47443,Albizia julibrissin,Persian silk tree,species,"<i><b>Albizia julibrissin</b></i> (<b>Persian silk tree</b>, <b>pink silk tree</b>) is a species of tree in the family Fabaceae, native to southwestern and eastern Asia.",https://en.wikipedia.org/wiki/Albizia julibrissin,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Albizia,,,False,False,False,False,39338,https://inaturalist-open-data.s3.amazonaws.com/photos/146757188/medium.jpg,"[None, None, None, None, None]",Plantae
47444,Acacia confusa,Taiwan Acacia,species,"<i><b>Acacia confusa</b></i> is a perennial tree native to South-East Asia. Some common names for it are <b>acacia petit feuille</b>, <b>small Philippine acacia</b>, <b>Formosa acacia</b> (Taiwan acacia) and <b>Formosan koa</b>. It grows to a height of 15m. The tree has become very common in many tropical Pacific areas, including Hawaii, where the species is considered invasive.",https://en.wikipedia.org/wiki/Acacia confusa,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,,,False,False,False,False,7598,https://inaturalist-open-data.s3.amazonaws.com/photos/43900536/medium.jpeg,"[None, None, None, None, None]",Plantae
47441,Calliandra haematocephala,scarlet powder-puff,species,<i><b>Calliandra haematocephala</b></i> is a species of flowering plants of the genus <i>Calliandra</i> in the Fabaceae family.,https://en.wikipedia.org/wiki/Calliandra haematocephala,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Calliandra,,,False,False,False,False,7466,https://static.inaturalist.org/photos/27858052/medium.jpg,"[None, None, None, None, None]",Plantae
129370,Dasylirion wheeleri,Wheeler sotol,species,"<i><b>Dasylirion wheeleri</b></i> (<b>desert spoon</b>, <b>spoon flower</b>, or <b>common sotol</b>) is a flowering plant native to arid environments of northern Mexico, in Chihuahua and Sonora and in the southwestern United States, in the Sonoran Desert in Arizona, and also in New Mexico and Texas.",https://en.wikipedia.org/wiki/Dasylirion wheeleri,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Dasylirion,,,False,False,False,False,8434,https://inaturalist-open-data.s3.amazonaws.com/photos/103552337/medium.jpg,"[None, None, None, None, None]",Plantae
129372,Dasylirion texanum,Texas sotol,species,"<i><b>Dasylirion texanum</b></i>, the <b>Texas sotol</b> and <b>sotol</b>, is a monocot flowering plant native to central and southwestern Texas and in Coahuila state of northeastern Mexico, including the Chihuahuan Desert.",https://en.wikipedia.org/wiki/Dasylirion texanum,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Dasylirion,,,False,False,False,False,4149,https://inaturalist-open-data.s3.amazonaws.com/photos/55224206/medium.jpeg,"[None, None, None, None, None]",Plantae
129375,Dasylirion leiophyllum,Smooth Sotol,species,"<i><b>Dasylirion leiophyllum</b></i> is a species of flowering plant in the asparagus family known by the common names <b>green sotol</b>, <b>smooth-leaf sotol</b>, and <b>smooth sotol</b>. It is native to North America, where it occurs in Chihuahua and Coahuila in Mexico and New Mexico and western Texas in the United States.",https://en.wikipedia.org/wiki/Dasylirion leiophyllum,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Dasylirion,,,False,False,False,False,1504,https://inaturalist-open-data.s3.amazonaws.com/photos/398863/medium.JPG,"[None, None, None, None, None]",Plantae
166260,Pediocactus peeblesianus,Navajo Pincushion Cactus,species,<i><b>Pediocactus peeblesianus</b></i> is a rare species of cactus known by the common names <b>Navajo pincushion cactus</b>. It is endemic to the state of Arizona in the United States. One subspecies of the plant is federally listed as an endangered species of the U.S.,https://en.wikipedia.org/wiki/Pediocactus peeblesianus,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Pediocactus,,,False,False,False,False,86,https://inaturalist-open-data.s3.amazonaws.com/photos/75803527/medium.jpg,"[None, None, None, None, None]",Plantae
166261,Pediocactus sileri,Siler's Pincushion Cactus,species,"<i><b>Pediocactus sileri</b></i> is a rare species of cactus known by the common names <b>Siler's pincushion cactus</b> and <b>gypsum cactus</b> (or <b>gypsum plains cactus</b>). It is native to southwestern Utah and northwestern Arizona in the United States. It is limited to a specific type of soil, individuals are often spaced far apart, and the species is threatened by a number of human activities such as off-road vehicle use, poaching, and uranium mining. This is a federally listed...",https://en.wikipedia.org/wiki/Pediocactus sileri,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Pediocactus,,,False,False,False,False,102,https://inaturalist-open-data.s3.amazonaws.com/photos/64048611/medium.jpeg,"[None, None, None, None, None]",Plantae
162172,Echinocactus horizonthalonius,Devilshead,species,"<i><b>Echinocactus horizonthalonius</b></i> is a species of cactus known by several common names, including <b>devilshead</b>, <b>turk's head cactus</b>, <b>blue barrel cactus</b>, <b>eagle's claw</b>, <b>horse maimer</b>, <b>horse crippler</b>, and <i><b>visnaga meloncillo</b></i>. It is native to the southwestern United States and northern Mexico, where it occurs in Chihuahuan Desert and Sonoran Desert habitats, particularly on limestone substrates. One of its varieties is a federally listed endangered species of the United States.",https://en.wikipedia.org/wiki/Echinocactus horizonthalonius,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Echinocactus,,,False,False,False,False,12172,https://inaturalist-open-data.s3.amazonaws.com/photos/39545373/medium.jpg,"[None, None, None, None, None]",Plantae
129418,Cylindropuntia fulgida,Chain-fruit Cholla,species,"<i><b>Cylindropuntia fulgida</b></i>, the <b>jumping cholla</b>, also known as the <b>hanging chain cholla</b>, is a cholla cactus native to Sonora and the Southwestern United States.",https://en.wikipedia.org/wiki/Cylindropuntia fulgida,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,,,False,False,False,False,11246,https://static.inaturalist.org/photos/792929/medium.jpg,"[None, None, None, None, None]",Plantae
158093,Agave lophantha,Thorn-crested Agave,species,"<i><b>Agave univittata</b></i>, the <b>thorn-crested century plant</b> or <b>thorn-crested agave</b>, is a plant species native to coastal areas of southern Texas and northeastern Mexico, at elevations less than 100 m (300 feet). It has been widely named <i><b>Agave lophantha</b></i> by botanists including Howard Scott Gentry, but the name <i>A. univittata</i> is older and therefore more in accord with nomenclatural rules of botany.",https://en.wikipedia.org/wiki/Agave lophantha,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Agave,,,False,False,False,False,1508,https://static.inaturalist.org/photos/17087058/medium.jpg,"[None, None, None, None, None]",Plantae
84367,Manfreda virginica,Eastern False Aloe,species,"<i><b>Agave virginica</b></i>, commonly known as the <b>false aloe</b>, <b>rattlesnake master</b>, and <b>Virginia agave</b>, is a species of agave. It is native to an area stretching from North Carolina west to Texas in the United States and south to Nuevo León and Tamaulipas in Mexico.",https://en.wikipedia.org/wiki/Manfreda virginica,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Manfreda,,,False,False,False,False,2754,https://inaturalist-open-data.s3.amazonaws.com/photos/139830407/medium.jpeg,"[None, None, None, None, None]",Plantae
170384,Yucca baileyi,Navajo Yucca,species,"<i><b>Yucca baileyi</b></i> is a plant in the family Agavaceae. It is native to Utah, Arizona, New Mexico and Colorado but has been cultivated elsewhere. Much of its native range is within the boundaries of the Navajo (Diné) Reservation, hence the common name <b>""Navajo yucca.""</b> The Navajo people make extensive use of yucca fibers to make a wide assortment of useful and ceremonial items. They also use the roots as soap. It is not considered to be...",https://en.wikipedia.org/wiki/Yucca baileyi,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Yucca,,,False,False,False,False,833,https://static.inaturalist.org/photos/559729/medium.jpg,"[None, None, None, None, None]",Plantae
78225,Nolina bigelovii,Bigelow's nolina,species,"<i><b>Nolina bigelovii</b></i> (<b>Bigelow's nolina</b> or <b>beargrass</b>) is a flowering plant native to the Southwestern United States, California, and northwest Mexico. It grows in the driest desert areas and at elevations up to 1,500 metres (4,900 ft) .",https://en.wikipedia.org/wiki/Nolina bigelovii,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Nolina,,,False,False,False,False,1301,https://inaturalist-open-data.s3.amazonaws.com/photos/2649269/medium.jpg,"[None, None, None, None]",Plantae
78226,Nolina cismontana,Chaparral Nolina,species,"<i><b>Nolina cismontana</b></i>, the <b>chaparral beargrass</b>, <b>chaparral nolina</b>, <b>California beargrass</b>, <b>Peninsular beargrass</b>, or <b>peninsular nolina</b>, is a rare species of flowering plant of the Peninsular and Transverse Ranges in California. It is endemic to (known from) only four counties in Southern California: Los Angeles, Orange, San Diego and Ventura Counties. There are perhaps 15 to 17 occurrences in existence, with a total population estimated between 10,000 and 20,000.",https://en.wikipedia.org/wiki/Nolina cismontana,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Nolina,,,False,False,False,False,516,https://inaturalist-open-data.s3.amazonaws.com/photos/78071448/medium.jpg,"[None, None, None, None, None]",Plantae
78227,Nolina interrata,dehesa nolina,species,"<i><b>Nolina interrata</b></i> is a rare species of flowering plant known by the common names <b>Dehesa nolina</b> and <b>Dehesa beargrass</b>. It is known from about ten occurrences in central San Diego County, California, and fewer than 100 individual plants on land across the border in Baja California. The plant was first described in 1946 when found at the type locality near El Cajon, California, and all the individuals known in California are located within a six-square-mile area...",https://en.wikipedia.org/wiki/Nolina interrata,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Nolina,,,False,False,False,False,540,https://inaturalist-open-data.s3.amazonaws.com/photos/84064919/medium.jpg,"[None, None, None, None, None]",Plantae
78228,Nolina parryi,Parry's nolina,species,"<i><b>Nolina parryi</b></i> (<b>Parry's beargrass</b>, <b>Parry nolina</b>, or <b>giant nolina</b>) is a flowering plant that is native to Baja California, southern California and Arizona.",https://en.wikipedia.org/wiki/Nolina parryi,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Nolina,,,False,False,False,False,3499,https://inaturalist-open-data.s3.amazonaws.com/photos/92357566/medium.jpeg,"[None, None, None, None, None]",Plantae
170383,Yucca arkansana,Arkansas Yucca,species,"<i><b>Yucca arkansana</b></i>, the <b>Arkansas yucca</b>, is a plant in the family Asparagaceae, native to Texas, Oklahoma, Arkansas, Missouri and Kansas. It generally grows in gravelly, sunlit locations such as rocky outcrops, prairies, etc.",https://en.wikipedia.org/wiki/Yucca arkansana,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Yucca,,,False,False,False,False,3754,https://inaturalist-open-data.s3.amazonaws.com/photos/4178705/medium.JPG,"[None, None, None, None, None]",Plantae
158098,Agave palmeri,Palmer's agave,species,"<i><b>Agave palmeri</b></i> (also known as <b>Palmer's century plant</b>) is an especially large member of the genus <i>Agave</i>, in the family Asparagaceae. It is native to southern Arizona, southwestern New Mexico, Sonora and Chihuahua. The plant is also frequently cultivated as an ornamental in other regions.",https://en.wikipedia.org/wiki/Agave palmeri,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Agave,,,False,False,False,False,5014,https://static.inaturalist.org/photos/55738810/medium.jpeg,"[None, None, None, None, None]",Plantae
170387,Yucca elata,soaptree yucca,species,"<i><b>Yucca elata</b></i> is a perennial plant, with common names that include <b>soaptree</b>, <b>soaptree yucca</b>, <b>soapweed</b>, and <b>palmella</b>. It is native to southwestern North America, in the Sonoran Desert and Chihuahuan Desert in the United States (western Texas, New Mexico, Arizona), southern Nevada, southwestern Utah, and northern Mexico (Chihuahua, Coahuila, Sonora, Nuevo León).",https://en.wikipedia.org/wiki/Yucca elata,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Yucca,,,False,False,False,False,19533,https://static.inaturalist.org/photos/330730927/medium.jpeg,"[None, None, None, None, None]",Plantae
170388,Yucca gloriosa,moundlily yucca,species,"<i><b>Yucca gloriosa</b></i> is a species of flowering plant in the family Asparagaceae, native to the southeastern United States. Growing to 2.5 m (8.2 ft), it is an evergreen shrub. It is widely cultivated as an ornamental for its architectural qualities, and has reportedly become established in the wild in various parts of the world.",https://en.wikipedia.org/wiki/Yucca gloriosa,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Yucca,,,False,False,False,False,7549,https://inaturalist-open-data.s3.amazonaws.com/photos/166570388/medium.jpeg,"[None, None, None, None, None]",Plantae
170393,Yucca rupicola,Twisted-leaf Yucca,species,"<i><b>Yucca rupicola</b></i> is a plant in the family Asparagaceae, known as the <b>twistleaf yucca</b>, <b>twisted-leaf yucca</b>, <b>Texas yucca</b> or <b>twisted-leaf Spanish-dagger</b>. The species was described by George Heinrich Adolf Scheele in 1850. This is a small, acaulescent plant with distinctive twisted leaves. It is native to the Edwards Plateau region of Texas and also to northeastern Mexico (Coahuila, Nuevo León).",https://en.wikipedia.org/wiki/Yucca rupicola,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Yucca,,,False,False,False,False,8716,https://inaturalist-open-data.s3.amazonaws.com/photos/101582966/medium.jpeg,"[None, None, None, None, None]",Plantae
170386,Yucca constricta,Buckley's Yucca,species,"<i><b>Yucca constricta</b></i> known by the common name ""<b>Buckley's yucca</b>,"" is a plant in the family Asparagaceae. It is found in rocky limestone hills of central and eastern Texas, and also in Coahuila, Mexico.",https://en.wikipedia.org/wiki/Yucca constricta,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Yucca,,,False,False,False,False,4061,https://inaturalist-open-data.s3.amazonaws.com/photos/117984049/medium.jpeg,"[None, None, None, None, None]",Plantae
170391,Yucca pallida,Pale Yucca,species,"<i><b>Yucca pallida</b></i>, sometimes called <b>pale yucca</b>, is a species of yucca native to Northern Mexico and parts of the blackland prairies of northern and central Texas, and notable for its light-colored leaves that range from a pale blue-gray to sage-green in color.",https://en.wikipedia.org/wiki/Yucca pallida,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Yucca,,,False,False,False,False,3350,https://inaturalist-open-data.s3.amazonaws.com/photos/137292849/medium.jpeg,"[None, None, None, None, None]",Plantae
170389,Yucca louisianensis,Gulf Coast Yucca,species,"<i><b>Yucca flaccida</b></i> Haw., common names <b>Adam's needle</b>, <b>weak-leaf yucca</b>, or <b>needle palm</b>, is a species of flowering plant in the family Asparagaceae, native to south-central and southeastern North America from the lower Great Plains eastward to the Atlantic seaboard in Virginia, south through Florida and the Gulf states. Growing to 55 cm (22 in) tall by 150 cm (59 in) broad, it is a stemless evergreen shrub with a basal rosette of sharply pointed, swordlike leaves up to 55 cm (22 in)",https://en.wikipedia.org/wiki/Yucca louisianensis,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Yucca,,,False,False,False,False,1452,https://static.inaturalist.org/photos/356521/medium.jpg,"[None, None, None, None, None]",Plantae
170397,Yucca torreyi,Torrey's Yucca,species,<i><b>Yucca faxoniana</b></i> is a bladed evergreen shrub of the genus <i>Yucca</i>. It is known by the common names <b>Faxon yucca</b> and <b>Spanish dagger</b>.,https://en.wikipedia.org/wiki/Yucca torreyi,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Yucca,,,False,False,False,False,3757,https://inaturalist-open-data.s3.amazonaws.com/photos/3063854/medium.jpg,"[None, None, None, None, None]",Plantae
170394,Yucca schottii,Schott's yucca,species,"<b><i>Yucca</i> × <i>schottii</i></b> is a plant species in the genus <i>Yucca</i>, native to southern Arizona, southwestern New Mexico, and the northern parts of Sonora and Chihuahua.. The common names are <b>Schott's yucca</b>, <b>hoary yucca</b>, and <b>mountain yucca</b>. The ""×"" in the name indicates that this is a nothospecies, regarded as being a natural hybrid between two other species. In this case, <i>Yucca</i> × <i>schottii</i> is believed to have originated as a hybrid between <i>Y. baccata</i> and...",https://en.wikipedia.org/wiki/Yucca schottii,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Yucca,,,False,False,False,False,785,https://inaturalist-open-data.s3.amazonaws.com/photos/9136879/medium.jpg,"[None, None, None, None]",Plantae
49564,Lupinus texensis,Texas bluebonnet,species,"<i><b>Lupinus texensis</b></i>, the <b>Texas lupine</b> or <b>Texas bluebonnet</b>, is a species of lupine endemic to Texas. With other related species of lupines also called bluebonnets, it is the state flower of Texas.",https://en.wikipedia.org/wiki/Lupinus texensis,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,,,False,False,False,False,26769,https://inaturalist-open-data.s3.amazonaws.com/photos/1447028/medium.JPG,"[None, None, None, None, None]",Plantae
993704,Cupaniopsis baileyana,Narrow-leaved tuckeroo,species,"<i><b>Cupaniopsis baileyana</b></i>, commonly known as <b>narrow-leaved tuckeroo</b>, <b>toothed tuckeroo</b> or <b>white tamarind</b>, is a species of flowering tree in the soapberry family and is endemic to eastern Australia. It is a tree with paripinnate leaves with 8 to 20 narrowly oblong to lance-shaped leaflets, and separate, male and female flowers arranged in panicles, the fruit a more or less spherical red to brown capsule.",https://en.wikipedia.org/wiki/Cupaniopsis baileyana,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Cupaniopsis,,,False,False,False,False,59,https://static.inaturalist.org/photos/253509126/medium.jpeg,"[None, None, None]",Plantae
78256,Olneya tesota,desert ironwood,species,"<i><b>Olneya tesota</b></i> is a perennial flowering tree of the Fabaceae family, legumes (peas, beans, etc.), which is commonly known as <b>ironwood</b> or <b>desert ironwood</b>. It is the only species in the monotypic genus <i><b>Olneya</b></i>. This tree is part of the western Sonoran Desert complex in the Southwestern United States, which includes flora such as palo verde, saguaro, ocotillo, brittlebush, creosote bush, and mesquite.",https://en.wikipedia.org/wiki/Olneya tesota,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Olneya,NT,IUCN Red List,False,False,False,False,8534,https://inaturalist-open-data.s3.amazonaws.com/photos/17323861/medium.jpeg,"[None, None, None, None, None]",Plantae
78264,Opuntia engelmannii,Engelmann's Pricklypear,species,"<i><b>Opuntia engelmannii</b></i> is a prickly pear common across the south-central and Southwestern United States and northern Mexico. It goes by a variety of common names, including <b>cow's tongue cactus</b>, <b>cow tongue prickly pear</b>, <b>desert prickly pear</b>, <b>discus prickly pear</b>, <b>Engelmann's prickly pear</b>, and <b>Texas prickly pear</b> in the US, and <b>nopal</b>, <b>abrojo</b>, <b>joconostle</b>, and <b>vela de coyote</b> in Mexico.",https://en.wikipedia.org/wiki/Opuntia engelmannii,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,,,False,False,False,False,15026,https://inaturalist-open-data.s3.amazonaws.com/photos/417243183/medium.jpg,"[None, None, None, None, None]",Plantae
166328,Penstemon barbatus,Beardlip Penstemon,species,"<i><b>Penstemon barbatus</b></i>, known by the common names <b>golden-beard penstemon,</b> and <b>beardlip penstemon</b>, is a flowering plant native to the western United States. In Spanish-speaking New Mexico and southern Colorado, it is called <i>varita de San Jose</i> – ""St. Joseph's staff.""",https://en.wikipedia.org/wiki/Penstemon barbatus,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Penstemon,,,False,False,False,False,5809,https://inaturalist-open-data.s3.amazonaws.com/photos/512221/medium.jpg,"[None, None, None, None, None]",Plantae
78266,Opuntia littoralis,Coastal Pricklypear,species,"<i><b>Opuntia littoralis</b></i> is a species of prickly pear cactus known by the common name <b>coastal pricklypear</b>. It is sometimes called the <b>sprawling prickly pear</b> due to its short stems and habit of growing close to the ground. <i>""Littoral""</i> means ""pertaining to the seashore"".",https://en.wikipedia.org/wiki/Opuntia littoralis,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,,,False,False,False,False,9746,https://inaturalist-open-data.s3.amazonaws.com/photos/157442848/medium.jpg,"[None, None, None, None]",Plantae
78267,Opuntia microdasys,Bunny Ears Cactus,species,"<i><b>Opuntia microdasys</b></i> (<b>angel's-wings</b>, <b>bunny ears cactus</b>, <b>bunny cactus</b> or <b>polka-dot cactus</b>) is a species of cactus native and endemic to central and northern Mexico.",https://en.wikipedia.org/wiki/Opuntia microdasys,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,,,False,False,False,False,8683,https://inaturalist-open-data.s3.amazonaws.com/photos/11888385/medium.jpg,"[None, None, None, None, None]",Plantae
78268,Opuntia phaeacantha,Brown-spined Pricklypear,species,"<i><b>Opuntia phaeacantha</b></i> is a species of prickly pear cactus known by the common names <b>tulip prickly pear</b> and <b>desert prickly pear</b> found across the southwestern United States, lower Great Plains, and northern Mexico. The plant forms dense but localized thickets. Several varieties of this particular species occur, and it also hybridizes easily with other prickly pears, making identification sometimes tricky.",https://en.wikipedia.org/wiki/Opuntia phaeacantha,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,,,False,False,False,False,11381,https://static.inaturalist.org/photos/135424545/medium.jpg,"[None, None, None, None, None]",Plantae
78269,Opuntia polyacantha,Plains Pricklypear,species,"<i><b>Opuntia polyacantha</b></i> is a common species of cactus known by the common names <b>plains pricklypear</b>, <b>hairspine cactus</b>, <b>panhandle pricklypear</b>, and <b>starvation pricklypear</b>. It is native to North America, where it is widespread in Western Canada, the Great Plains, the central and Western United States, and Chihuahua in northern Mexico.",https://en.wikipedia.org/wiki/Opuntia polyacantha,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,,,False,False,False,False,30477,https://inaturalist-open-data.s3.amazonaws.com/photos/83108561/medium.jpeg,"[None, None, None, None, None]",Plantae
