id,type,source,title,content,content_length,meta_scientific_name,meta_common_name,meta_family,meta_genus,meta_native,meta_conservation_status,meta_wikipedia_url,meta_observations_count
species_129375,species,iNaturalist,Smooth Sotol (Dasylirion leiophyllum),"# Smooth Sotol
*Dasylirion leiophyllum*

**Taxonomy:** Family: Asparagaceae, Genus: Dasylirion

## Description
Dasylirion leiophyllum is a species of flowering plant in the asparagus family known by the common names green sotol, smooth-leaf sotol, and smooth sotol. It is native to North America, where it occurs in Chihuahua and Coahuila in Mexico and New Mexico and western Texas in the United States.

*1504 observations recorded in Arizona*
",445,Dasylirion leiophyllum,Smooth Sotol,Asparagaceae,Dasylirion,False,,https://en.wikipedia.org/wiki/Dasylirion leiophyllum,1504
species_166260,species,iNaturalist,Navajo Pincushion Cactus (Pediocactus peeblesianus),"# Navajo Pincushion Cactus
*Pediocactus peeblesianus*

**Taxonomy:** Family: Cactaceae, Genus: Pediocactus

## Description
Pediocactus peeblesianus is a rare species of cactus known by the common names Navajo pincushion cactus. It is endemic to the state of Arizona in the United States. One subspecies of the plant is federally listed as an endangered species of the U.S.

*86 observations recorded in Arizona*
",412,Pediocactus peeblesianus,Navajo Pincushion Cactus,Cactaceae,Pediocactus,False,,https://en.wikipedia.org/wiki/Pediocactus peeblesianus,86
species_166261,species,iNaturalist,Siler's Pincushion Cactus (Pediocactus sileri),"# Siler's Pincushion Cactus
*Pediocactus sileri*

**Taxonomy:** Family: Cactaceae, Genus: Pediocactus

## Description
Pediocactus sileri is a rare species of cactus known by the common names Siler's pincushion cactus and gypsum cactus (or gypsum plains cactus). It is native to southwestern Utah and northwestern Arizona in the United States. It is limited to a specific type of soil, individuals are often spaced far apart, and the species is threatened by a number of human activities such as off-road vehicle use, poaching, and uranium mining. This is a federally listed...

*102 observations recorded in Arizona*
",617,Pediocactus sileri,Siler's Pincushion Cactus,Cactaceae,Pediocactus,False,,https://en.wikipedia.org/wiki/Pediocactus sileri,102
species_162172,species,iNaturalist,Devilshead (Echinocactus horizonthalonius),"# Devilshead
*Echinocactus horizonthalonius*

**Taxonomy:** Family: Cactaceae, Genus: Echinocactus

## Description
Echinocactus horizonthalonius is a species of cactus known by several common names, including devilshead, turk's head cactus, blue barrel cactus, eagle's claw, horse maimer, horse crippler, and visnaga meloncillo. It is native to the southwestern United States and northern Mexico, where it occurs in Chihuahuan Desert and Sonoran Desert habitats, particularly on limestone substrates. One of its varieties is a federally listed endangered species of the United States.

*12172 observations recorded in Arizona*
",627,Echinocactus horizonthalonius,Devilshead,Cactaceae,Echinocactus,False,,https://en.wikipedia.org/wiki/Echinocactus horizonthalonius,12172
species_129418,species,iNaturalist,Chain-fruit Cholla (Cylindropuntia fulgida),"# Chain-fruit Cholla
*Cylindropuntia fulgida*

**Taxonomy:** Family: Cactaceae, Genus: Cylindropuntia

## Description
Cylindropuntia fulgida, the jumping cholla, also known as the hanging chain cholla, is a cholla cactus native to Sonora and the Southwestern United States.

*11246 observations recorded in Arizona*
",316,Cylindropuntia fulgida,Chain-fruit Cholla,Cactaceae,Cylindropuntia,False,,https://en.wikipedia.org/wiki/Cylindropuntia fulgida,11246
species_158093,species,iNaturalist,Thorn-crested Agave (Agave lophantha),"# Thorn-crested Agave
*Agave lophantha*

**Taxonomy:** Family: Asparagaceae, Genus: Agave

## Description
Agave univittata, the thorn-crested century plant or thorn-crested agave, is a plant species native to coastal areas of southern Texas and northeastern Mexico, at elevations less than 100 m (300 feet). It has been widely named Agave lophantha by botanists including Howard Scott Gentry, but the name A. univittata is older and therefore more in accord with nomenclatural rules of botany.

*1508 observations recorded in Arizona*
",535,Agave lophantha,Thorn-crested Agave,Asparagaceae,Agave,False,,https://en.wikipedia.org/wiki/Agave lophantha,1508
species_84367,species,iNaturalist,Eastern False Aloe (Manfreda virginica),"# Eastern False Aloe
*Manfreda virginica*

**Taxonomy:** Family: Asparagaceae, Genus: Manfreda

## Description
Agave virginica, commonly known as the false aloe, rattlesnake master, and Virginia agave, is a species of agave. It is native to an area stretching from North Carolina west to Texas in the United States and south to Nuevo León and Tamaulipas in Mexico.

*2754 observations recorded in Arizona*
",406,Manfreda virginica,Eastern False Aloe,Asparagaceae,Manfreda,False,,https://en.wikipedia.org/wiki/Manfreda virginica,2754
species_170384,species,iNaturalist,Navajo Yucca (Yucca baileyi),"# Navajo Yucca
*Yucca baileyi*

**Taxonomy:** Family: Asparagaceae, Genus: Yucca

## Description
Yucca baileyi is a plant in the family Agavaceae. It is native to Utah, Arizona, New Mexico and Colorado but has been cultivated elsewhere. Much of its native range is within the boundaries of the Navajo (Diné) Reservation, hence the common name ""Navajo yucca."" The Navajo people make extensive use of yucca fibers to make a wide assortment of useful and ceremonial items. They also use the roots as soap. It is not considered to be...

*833 observations recorded in Arizona*
",573,Yucca baileyi,Navajo Yucca,Asparagaceae,Yucca,False,,https://en.wikipedia.org/wiki/Yucca baileyi,833
species_78225,species,iNaturalist,Bigelow's nolina (Nolina bigelovii),"# Bigelow's nolina
*Nolina bigelovii*

**Taxonomy:** Family: Asparagaceae, Genus: Nolina

## Description
Nolina bigelovii (Bigelow's nolina or beargrass) is a flowering plant native to the Southwestern United States, California, and northwest Mexico. It grows in the driest desert areas and at elevations up to 1,500 metres (4,900 ft) .

*1301 observations recorded in Arizona*
",378,Nolina bigelovii,Bigelow's nolina,Asparagaceae,Nolina,False,,https://en.wikipedia.org/wiki/Nolina bigelovii,1301
species_78226,species,iNaturalist,Chaparral Nolina (Nolina cismontana),"# Chaparral Nolina
*Nolina cismontana*

**Taxonomy:** Family: Asparagaceae, Genus: Nolina

## Description
Nolina cismontana, the chaparral beargrass, chaparral nolina, California beargrass, Peninsular beargrass, or peninsular nolina, is a rare species of flowering plant of the Peninsular and Transverse Ranges in California. It is endemic to (known from) only four counties in Southern California: Los Angeles, Orange, San Diego and Ventura Counties. There are perhaps 15 to 17 occurrences in existence, with a total population estimated between 10,000 and 20,000.

*516 observations recorded in Arizona*
",606,Nolina cismontana,Chaparral Nolina,Asparagaceae,Nolina,False,,https://en.wikipedia.org/wiki/Nolina cismontana,516
species_78227,species,iNaturalist,dehesa nolina (Nolina interrata),"# dehesa nolina
*Nolina interrata*

**Taxonomy:** Family: Asparagaceae, Genus: Nolina

## Description
Nolina interrata is a rare species of flowering plant known by the common names Dehesa nolina and Dehesa beargrass. It is known from about ten occurrences in central San Diego County, California, and fewer than 100 individual plants on land across the border in Baja California. The plant was first described in 1946 when found at the type locality near El Cajon, California, and all the individuals known in California are located within a six-square-mile area...

*540 observations recorded in Arizona*
",607,Nolina interrata,dehesa nolina,Asparagaceae,Nolina,False,,https://en.wikipedia.org/wiki/Nolina interrata,540
species_78228,species,iNaturalist,Parry's nolina (Nolina parryi),"# Parry's nolina
*Nolina parryi*

**Taxonomy:** Family: Asparagaceae, Genus: Nolina

## Description
Nolina parryi (Parry's beargrass, Parry nolina, or giant nolina) is a flowering plant that is native to Baja California, southern California and Arizona.

*3499 observations recorded in Arizona*
",295,Nolina parryi,Parry's nolina,Asparagaceae,Nolina,False,,https://en.wikipedia.org/wiki/Nolina parryi,3499
species_170383,species,iNaturalist,Arkansas Yucca (Yucca arkansana),"# Arkansas Yucca
*Yucca arkansana*

**Taxonomy:** Family: Asparagaceae, Genus: Yucca

## Description
Yucca arkansana, the Arkansas yucca, is a plant in the family Asparagaceae, native to Texas, Oklahoma, Arkansas, Missouri and Kansas. It generally grows in gravelly, sunlit locations such as rocky outcrops, prairies, etc.

*3754 observations recorded in Arizona*
",364,Yucca arkansana,Arkansas Yucca,Asparagaceae,Yucca,False,,https://en.wikipedia.org/wiki/Yucca arkansana,3754
species_158098,species,iNaturalist,Palmer's agave (Agave palmeri),"# Palmer's agave
*Agave palmeri*

**Taxonomy:** Family: Asparagaceae, Genus: Agave

## Description
Agave palmeri (also known as Palmer's century plant) is an especially large member of the genus Agave, in the family Asparagaceae. It is native to southern Arizona, southwestern New Mexico, Sonora and Chihuahua. The plant is also frequently cultivated as an ornamental in other regions.

*5014 observations recorded in Arizona*
",427,Agave palmeri,Palmer's agave,Asparagaceae,Agave,False,,https://en.wikipedia.org/wiki/Agave palmeri,5014
species_170387,species,iNaturalist,soaptree yucca (Yucca elata),"# soaptree yucca
*Yucca elata*

**Taxonomy:** Family: Asparagaceae, Genus: Yucca

## Description
Yucca elata is a perennial plant, with common names that include soaptree, soaptree yucca, soapweed, and palmella. It is native to southwestern North America, in the Sonoran Desert and Chihuahuan Desert in the United States (western Texas, New Mexico, Arizona), southern Nevada, southwestern Utah, and northern Mexico (Chihuahua, Coahuila, Sonora, Nuevo León).

*19533 observations recorded in Arizona*
",500,Yucca elata,soaptree yucca,Asparagaceae,Yucca,False,,https://en.wikipedia.org/wiki/Yucca elata,19533
species_170388,species,iNaturalist,moundlily yucca (Yucca gloriosa),"# moundlily yucca
*Yucca gloriosa*

**Taxonomy:** Family: Asparagaceae, Genus: Yucca

## Description
Yucca gloriosa is a species of flowering plant in the family Asparagaceae, native to the southeastern United States. Growing to 2.5 m (8.2 ft), it is an evergreen shrub. It is widely cultivated as an ornamental for its architectural qualities, and has reportedly become established in the wild in various parts of the world.

*7549 observations recorded in Arizona*
",467,Yucca gloriosa,moundlily yucca,Asparagaceae,Yucca,False,,https://en.wikipedia.org/wiki/Yucca gloriosa,7549
species_170393,species,iNaturalist,Twisted-leaf Yucca (Yucca rupicola),"# Twisted-leaf Yucca
*Yucca rupicola*

**Taxonomy:** Family: Asparagaceae, Genus: Yucca

## Description
Yucca rupicola is a plant in the family Asparagaceae, known as the twistleaf yucca, twisted-leaf yucca, Texas yucca or twisted-leaf Spanish-dagger. The species was described by George Heinrich Adolf Scheele in 1850. This is a small, acaulescent plant with distinctive twisted leaves. It is native to the Edwards Plateau region of Texas and also to northeastern Mexico (Coahuila, Nuevo León).

*8716 observations recorded in Arizona*
",537,Yucca rupicola,Twisted-leaf Yucca,Asparagaceae,Yucca,False,,https://en.wikipedia.org/wiki/Yucca rupicola,8716
species_170386,species,iNaturalist,Buckley's Yucca (Yucca constricta),"# Buckley's Yucca
*Yucca constricta*

**Taxonomy:** Family: Asparagaceae, Genus: Yucca

## Description
Yucca constricta known by the common name ""Buckley's yucca,"" is a plant in the family Asparagaceae. It is found in rocky limestone hills of central and eastern Texas, and also in Coahuila, Mexico.

*4061 observations recorded in Arizona*
",341,Yucca constricta,Buckley's Yucca,Asparagaceae,Yucca,False,,https://en.wikipedia.org/wiki/Yucca constricta,4061
species_170391,species,iNaturalist,Pale Yucca (Yucca pallida),"# Pale Yucca
*Yucca pallida*

**Taxonomy:** Family: Asparagaceae, Genus: Yucca

## Description
Yucca pallida, sometimes called pale yucca, is a species of yucca native to Northern Mexico and parts of the blackland prairies of northern and central Texas, and notable for its light-colored leaves that range from a pale blue-gray to sage-green in color.

*3350 observations recorded in Arizona*
",393,Yucca pallida,Pale Yucca,Asparagaceae,Yucca,False,,https://en.wikipedia.org/wiki/Yucca pallida,3350
species_170389,species,iNaturalist,Gulf Coast Yucca (Yucca louisianensis),"# Gulf Coast Yucca
*Yucca louisianensis*

**Taxonomy:** Family: Asparagaceae, Genus: Yucca

## Description
Yucca flaccida Haw., common names Adam's needle, weak-leaf yucca, or needle palm, is a species of flowering plant in the family Asparagaceae, native to south-central and southeastern North America from the lower Great Plains eastward to the Atlantic seaboard in Virginia, south through Florida and the Gulf states. Growing to 55 cm (22 in) tall by 150 cm (59 in) broad, it is a stemless evergreen shrub with a basal rosette of sharply pointed, swordlike leaves up to 55 cm (22 in)

*1452 observations recorded in Arizona*
",629,Yucca louisianensis,Gulf Coast Yucca,Asparagaceae,Yucca,False,,https://en.wikipedia.org/wiki/Yucca louisianensis,1452
species_170397,species,iNaturalist,Torrey's Yucca (Yucca torreyi),"# Torrey's Yucca
*Yucca torreyi*

**Taxonomy:** Family: Asparagaceae, Genus: Yucca

## Description
Yucca faxoniana is a bladed evergreen shrub of the genus Yucca. It is known by the common names Faxon yucca and Spanish dagger.

*3757 observations recorded in Arizona*
",268,Yucca torreyi,Torrey's Yucca,Asparagaceae,Yucca,False,,https://en.wikipedia.org/wiki/Yucca torreyi,3757
species_170394,species,iNaturalist,Schott's yucca (Yucca schottii),"# Schott's yucca
*Yucca schottii*

**Taxonomy:** Family: Asparagaceae, Genus: Yucca

## Description
Yucca × schottii is a plant species in the genus Yucca, native to southern Arizona, southwestern New Mexico, and the northern parts of Sonora and Chihuahua.. The common names are Schott's yucca, hoary yucca, and mountain yucca. The ""×"" in the name indicates that this is a nothospecies, regarded as being a natural hybrid between two other species. In this case, Yucca × schottii is believed to have originated as a hybrid between Y. baccata and...

*785 observations recorded in Arizona*
",589,Yucca schottii,Schott's yucca,Asparagaceae,Yucca,False,,https://en.wikipedia.org/wiki/Yucca schottii,785
species_49564,species,iNaturalist,Texas bluebonnet (Lupinus texensis),"# Texas bluebonnet
*Lupinus texensis*

**Taxonomy:** Family: Fabaceae, Genus: Lupinus

## Description
Lupinus texensis, the Texas lupine or Texas bluebonnet, is a species of lupine endemic to Texas. With other related species of lupines also called bluebonnets, it is the state flower of Texas.

*26769 observations recorded in Arizona*
",337,Lupinus texensis,Texas bluebonnet,Fabaceae,Lupinus,False,,https://en.wikipedia.org/wiki/Lupinus texensis,26769
species_993704,species,iNaturalist,Narrow-leaved tuckeroo (Cupaniopsis baileyana),"# Narrow-leaved tuckeroo
*Cupaniopsis baileyana*

**Taxonomy:** Family: Sapindaceae, Genus: Cupaniopsis

## Description
Cupaniopsis baileyana, commonly known as narrow-leaved tuckeroo, toothed tuckeroo or white tamarind, is a species of flowering tree in the soapberry family and is endemic to eastern Australia. It is a tree with paripinnate leaves with 8 to 20 narrowly oblong to lance-shaped leaflets, and separate, male and female flowers arranged in panicles, the fruit a more or less spherical red to brown capsule.

*59 observations recorded in Arizona*
",561,Cupaniopsis baileyana,Narrow-leaved tuckeroo,Sapindaceae,Cupaniopsis,False,,https://en.wikipedia.org/wiki/Cupaniopsis baileyana,59
species_78256,species,iNaturalist,desert ironwood (Olneya tesota),"# desert ironwood
*Olneya tesota*

**Taxonomy:** Family: Fabaceae, Genus: Olneya

## Description
Olneya tesota is a perennial flowering tree of the Fabaceae family, legumes (peas, beans, etc.), which is commonly known as ironwood or desert ironwood. It is the only species in the monotypic genus Olneya. This tree is part of the western Sonoran Desert complex in the Southwestern United States, which includes flora such as palo verde, saguaro, ocotillo, brittlebush, creosote bush, and mesquite.

**Status:** Conservation Status: NT

*8534 observations recorded in Arizona*
",575,Olneya tesota,desert ironwood,Fabaceae,Olneya,False,NT,https://en.wikipedia.org/wiki/Olneya tesota,8534
species_78264,species,iNaturalist,Engelmann's Pricklypear (Opuntia engelmannii),"# Engelmann's Pricklypear
*Opuntia engelmannii*

**Taxonomy:** Family: Cactaceae, Genus: Opuntia

## Description
Opuntia engelmannii is a prickly pear common across the south-central and Southwestern United States and northern Mexico. It goes by a variety of common names, including cow's tongue cactus, cow tongue prickly pear, desert prickly pear, discus prickly pear, Engelmann's prickly pear, and Texas prickly pear in the US, and nopal, abrojo, joconostle, and vela de coyote in Mexico.

*15026 observations recorded in Arizona*
",534,Opuntia engelmannii,Engelmann's Pricklypear,Cactaceae,Opuntia,False,,https://en.wikipedia.org/wiki/Opuntia engelmannii,15026
species_166328,species,iNaturalist,Beardlip Penstemon (Penstemon barbatus),"# Beardlip Penstemon
*Penstemon barbatus*

**Taxonomy:** Family: Plantaginaceae, Genus: Penstemon

## Description
Penstemon barbatus, known by the common names golden-beard penstemon, and beardlip penstemon, is a flowering plant native to the western United States. In Spanish-speaking New Mexico and southern Colorado, it is called varita de San Jose – ""St. Joseph's staff.""

*5809 observations recorded in Arizona*
",417,Penstemon barbatus,Beardlip Penstemon,Plantaginaceae,Penstemon,False,,https://en.wikipedia.org/wiki/Penstemon barbatus,5809
species_78266,species,iNaturalist,Coastal Pricklypear (Opuntia littoralis),"# Coastal Pricklypear
*Opuntia littoralis*

**Taxonomy:** Family: Cactaceae, Genus: Opuntia

## Description
Opuntia littoralis is a species of prickly pear cactus known by the common name coastal pricklypear. It is sometimes called the sprawling prickly pear due to its short stems and habit of growing close to the ground. ""Littoral"" means ""pertaining to the seashore"".

*9746 observations recorded in Arizona*
",412,Opuntia littoralis,Coastal Pricklypear,Cactaceae,Opuntia,False,,https://en.wikipedia.org/wiki/Opuntia littoralis,9746
species_78267,species,iNaturalist,Bunny Ears Cactus (Opuntia microdasys),"# Bunny Ears Cactus
*Opuntia microdasys*

**Taxonomy:** Family: Cactaceae, Genus: Opuntia

## Description
Opuntia microdasys (angel's-wings, bunny ears cactus, bunny cactus or polka-dot cactus) is a species of cactus native and endemic to central and northern Mexico.

*8683 observations recorded in Arizona*
",309,Opuntia microdasys,Bunny Ears Cactus,Cactaceae,Opuntia,False,,https://en.wikipedia.org/wiki/Opuntia microdasys,8683
species_78268,species,iNaturalist,Brown-spined Pricklypear (Opuntia phaeacantha),"# Brown-spined Pricklypear
*Opuntia phaeacantha*

**Taxonomy:** Family: Cactaceae, Genus: Opuntia

## Description
Opuntia phaeacantha is a species of prickly pear cactus known by the common names tulip prickly pear and desert prickly pear found across the southwestern United States, lower Great Plains, and northern Mexico. The plant forms dense but localized thickets. Several varieties of this particular species occur, and it also hybridizes easily with other prickly pears, making identification sometimes tricky.

*11381 observations recorded in Arizona*
",561,Opuntia phaeacantha,Brown-spined Pricklypear,Cactaceae,Opuntia,False,,https://en.wikipedia.org/wiki/Opuntia phaeacantha,11381
species_78269,species,iNaturalist,Plains Pricklypear (Opuntia polyacantha),"# Plains Pricklypear
*Opuntia polyacantha*

**Taxonomy:** Family: Cactaceae, Genus: Opuntia

## Description
Opuntia polyacantha is a common species of cactus known by the common names plains pricklypear, hairspine cactus, panhandle pricklypear, and starvation pricklypear. It is native to North America, where it is widespread in Western Canada, the Great Plains, the central and Western United States, and Chihuahua in northern Mexico.

*30477 observations recorded in Arizona*
",479,Opuntia polyacantha,Plains Pricklypear,Cactaceae,Opuntia,False,,https://en.wikipedia.org/wiki/Opuntia polyacantha,30477
species_209357,species,iNaturalist,Swan-neck Agave (Agave attenuata),"# Swan-neck Agave
*Agave attenuata*

**Taxonomy:** Family: Asparagaceae, Genus: Agave

## Description
Agave attenuata is a species of agave sometimes known as the ""lion's tail,"" ""swan's neck,"" or ""foxtail"" for its development of a curved stem, unusual among agaves. Native to the plateau of the State of Jalisco in central Mexico, as one of the unarmed agaves, it is popular as an ornamental plant in gardens in many other places. It is reportedly naturalized in Madeira and Libya.

*10643 observations recorded in Arizona*
",524,Agave attenuata,Swan-neck Agave,Asparagaceae,Agave,False,,https://en.wikipedia.org/wiki/Agave attenuata,10643
species_281055,species,iNaturalist,Butterfly Agave (Agave potatorum),"# Butterfly Agave
*Agave potatorum*

**Taxonomy:** Family: Asparagaceae, Genus: Agave

## Description
Agave potatorum, the Verschaffelt agave, is a species of flowering plant in the family Asparagaceae. A smallish and attractive succulent perennial, it is native to partial desert areas of Mexico from Puebla south to Oaxaca.

**Status:** Conservation Status: VU

*1403 observations recorded in Arizona*
",404,Agave potatorum,Butterfly Agave,Asparagaceae,Agave,False,VU,https://en.wikipedia.org/wiki/Agave potatorum,1403
species_166372,species,iNaturalist,Lilac Penstemon (Penstemon gracilis),"# Lilac Penstemon
*Penstemon gracilis*

**Taxonomy:** Family: Plantaginaceae, Genus: Penstemon

## Description
Penstemon gracilis, more commonly the slender penstemon or lilac penstemon, is flowering plant in the veronica family. It primarily grows in the northern Great Plains of the United States and southern Canada.

*1966 observations recorded in Arizona*
",361,Penstemon gracilis,Lilac Penstemon,Plantaginaceae,Penstemon,False,,https://en.wikipedia.org/wiki/Penstemon gracilis,1966
species_51691,species,iNaturalist,Silver Bush Lupine (Lupinus albifrons),"# Silver Bush Lupine
*Lupinus albifrons*

**Taxonomy:** Family: Fabaceae, Genus: Lupinus

## Description
Lupinus albifrons, silver lupine, white-leaf bush lupine, or evergreen lupine, is a species of lupine (lupin). It is native to California and Oregon, where it grows along the coast and in dry and open meadows, prairies and forest clearings. It is a member of several plant communities, including coastal sage scrub, chaparral, northern coastal scrub, foothill woodland, and yellow pine forest.

*12800 observations recorded in Arizona*
",541,Lupinus albifrons,Silver Bush Lupine,Fabaceae,Lupinus,False,,https://en.wikipedia.org/wiki/Lupinus albifrons,12800
species_119302,species,iNaturalist,Parry's agave (Agave parryi),"# Parry's agave
*Agave parryi*

**Taxonomy:** Family: Asparagaceae, Genus: Agave

## Description
Agave parryi, known as Parry's agave or mescal agave, is a slow-growing agave native to Arizona, New Mexico, and northern Mexico.

*6194 observations recorded in Arizona*
",268,Agave parryi,Parry's agave,Asparagaceae,Agave,False,,https://en.wikipedia.org/wiki/Agave parryi,6194
species_119306,species,iNaturalist,Mountain Ball Cactus (Pediocactus simpsonii),"# Mountain Ball Cactus
*Pediocactus simpsonii*

**Taxonomy:** Family: Cactaceae, Genus: Pediocactus

## Description
Pediocactus simpsonii, known by the common names mountain cactus, snowball cactus, and mountain ball cactus, is a relatively common cactus that has adapted to survive in cold and dry environments in high elevation areas of the western United States. It can be found at higher elevations than any other cactus in North America. While not a landscape dominating plant, it is a relatively common species and the most common member of the genus Pediocactus. Because of...

*5668 observations recorded in Arizona*
",625,Pediocactus simpsonii,Mountain Ball Cactus,Cactaceae,Pediocactus,False,,https://en.wikipedia.org/wiki/Pediocactus simpsonii,5668
species_162315,species,iNaturalist,Onehead Brittlebush (Encelia scaposa),"# Onehead Brittlebush
*Encelia scaposa*

**Taxonomy:** Family: Asteraceae, Genus: Encelia

## Description
Encelia scaposa, common name onehead brittlebush is a North American species of flowering plants in the daisy family. It has been found in western Texas, southwestern New Mexico, and Chihuahua.

*17 observations recorded in Arizona*
",339,Encelia scaposa,Onehead Brittlebush,Asteraceae,Encelia,False,,https://en.wikipedia.org/wiki/Encelia scaposa,17
species_78349,species,iNaturalist,little-leaved palo verde (Parkinsonia microphylla),"# little-leaved palo verde
*Parkinsonia microphylla*

**Taxonomy:** Family: Fabaceae, Genus: Parkinsonia

## Description
Parkinsonia microphylla, the yellow paloverde, foothill paloverde or little-leaved palo verde; syn. Cercidium microphyllum), is a species of palo verde.

*8884 observations recorded in Arizona*
",315,Parkinsonia microphylla,little-leaved palo verde,Fabaceae,Parkinsonia,False,,https://en.wikipedia.org/wiki/Parkinsonia microphylla,8884
species_57872,species,iNaturalist,Beavertail Pricklypear (Opuntia basilaris),"# Beavertail Pricklypear
*Opuntia basilaris*

**Taxonomy:** Family: Cactaceae, Genus: Opuntia

## Description
Opuntia basilaris, the beavertail cactus or beavertail pricklypear, is a cactus species found in the southwest United States. It occurs mostly in the Mojave, Anza-Borrego, and Colorado Deserts, as well as in the Colorado Plateau and northwest Mexico. It is also found throughout the Grand Canyon and Colorado River region as well as into southern Utah and Nevada, and in the western Arizona regions along the Lower Colorado River Valley.

*28054 observations recorded in Arizona*
",590,Opuntia basilaris,Beavertail Pricklypear,Cactaceae,Opuntia,False,,https://en.wikipedia.org/wiki/Opuntia basilaris,28054
species_162325,species,iNaturalist,Matchbox Bean (Entada phaseoloides),"# Matchbox Bean
*Entada phaseoloides*

**Taxonomy:** Family: Fabaceae, Genus: Entada

## Description
Entada phaseoloides commonly named the ""box bean"" or ""St. Thomas’ bean"", first described by Linnaeus, with its current name described by Merrill. E. phaseoloides is a liana in the pea family: called Gugo, Balugo or Tamayan in the Philippines and Bàm bàm in Viet Nam. No subspecies are listed in the Catalogue of Life.

*368 observations recorded in Arizona*
",459,Entada phaseoloides,Matchbox Bean,Fabaceae,Entada,False,,https://en.wikipedia.org/wiki/Entada phaseoloides,368
species_57881,species,iNaturalist,Little Gold Poppy (Eschscholzia minutiflora),"# Little Gold Poppy
*Eschscholzia minutiflora*

**Taxonomy:** Family: Papaveraceae, Genus: Eschscholzia

## Description
Eschscholzia minutiflora is a species of poppy known by the common name pygmy poppy.

*4410 observations recorded in Arizona*
",246,Eschscholzia minutiflora,Little Gold Poppy,Papaveraceae,Eschscholzia,False,,https://en.wikipedia.org/wiki/Eschscholzia minutiflora,4410
species_166436,species,iNaturalist,Sidebells Penstemon (Penstemon secundiflorus),"# Sidebells Penstemon
*Penstemon secundiflorus*

**Taxonomy:** Family: Plantaginaceae, Genus: Penstemon

## Description
Penstemon secundiflorus, commonly known as sidebells penstemon, or orchid beardtoungue is a species of Penstemon that grows in dry forests, high plains, and scrub lands from Wyoming to Mexico. It is a herbaceous perennial plant that typically grows to a height of 20 to 50 cm (8 to 20 in) and has narrow, lance-shaped leaves that are grayish-green in color. The flowers of the sidebells penstemon are tubular in shape and are arranged in a one-sided spike, with...

*3571 observations recorded in Arizona*
",626,Penstemon secundiflorus,Sidebells Penstemon,Plantaginaceae,Penstemon,False,,https://en.wikipedia.org/wiki/Penstemon secundiflorus,3571
species_166444,species,iNaturalist,Rocky Mountain beardtongue (Penstemon strictus),"# Rocky Mountain beardtongue
*Penstemon strictus*

**Taxonomy:** Family: Plantaginaceae, Genus: Penstemon

## Description
Penstemon strictus, the Rocky Mountain penstemon, is a penstemon (common name beardtongue) with showy blue flowers.

*5501 observations recorded in Arizona*
",279,Penstemon strictus,Rocky Mountain beardtongue,Plantaginaceae,Penstemon,False,,https://en.wikipedia.org/wiki/Penstemon strictus,5501
species_320052,species,iNaturalist,Eve's Needle Cactus (Austrocylindropuntia subulata),"# Eve's Needle Cactus
*Austrocylindropuntia subulata*

**Taxonomy:** Family: Cactaceae, Genus: Austrocylindropuntia

## Description
Austrocylindropuntia subulata is a species of cactus native to the Peruvian Andes.

*9508 observations recorded in Arizona*
",256,Austrocylindropuntia subulata,Eve's Needle Cactus,Cactaceae,Austrocylindropuntia,False,,https://en.wikipedia.org/wiki/Austrocylindropuntia subulata,9508
species_866874,species,iNaturalist,Nodding Sunray (Encelia nutans),"# Nodding Sunray
*Encelia nutans*

**Taxonomy:** Family: Asteraceae, Genus: Encelia

## Description
Encelia nutans, called noddinghead, or nodding sunray, is a North American species of flowering plants in the daisy family. It has been found only in Utah and Colorado in the western United States.

*75 observations recorded in Arizona*
",337,Encelia nutans,Nodding Sunray,Asteraceae,Encelia,False,,https://en.wikipedia.org/wiki/Encelia_nutans,75
species_166459,species,iNaturalist,Front Range Beardtongue (Penstemon virens),"# Front Range Beardtongue
*Penstemon virens*

**Taxonomy:** Family: Plantaginaceae, Genus: Penstemon

## Description
Penstemon virens, commonly known as blue mist penstemon, Front Range penstemon, or Green beardtongue, is a common Penstemon in the Front Range foothills in Colorado and Wyoming. The dainty flowers are an ornament to many rocky or sandy area within its range. It is confusingly similar to Penstemon humilis and Penstemon albertinus though the ranges of these plants do not overlap in the wild. The origin of calling it the ""blue mist penstemon"" is not precisely...

*4538 observations recorded in Arizona*
",622,Penstemon virens,Front Range Beardtongue,Plantaginaceae,Penstemon,False,,https://en.wikipedia.org/wiki/Penstemon_virens,4538
species_78399,species,iNaturalist,Davidson's Penstemon (Penstemon davidsonii),"# Davidson's Penstemon
*Penstemon davidsonii*

**Taxonomy:** Family: Plantaginaceae, Genus: Penstemon

## Description
Penstemon davidsonii is a species of penstemon known by the common name Davidson's penstemon, honoring Dr. George Davidson. It is native to North America from the Sierra Nevada Range in California and Nevada through the Coast and Cascade ranges of Oregon and Washington into British Columbia.

*4605 observations recorded in Arizona*
",452,Penstemon davidsonii,Davidson's Penstemon,Plantaginaceae,Penstemon,False,,https://en.wikipedia.org/wiki/Penstemon davidsonii,4605
